EP0006-NPEB00080_00-3ON3NHLARCADE001;5;3 on 3 NHL Arcade (Trial) (EU);;MISSING;http://zeus.dl.playstation.net/cdn/EP0006/NPEB00080_00/A7D6APEPmsoH3FhqG7BcRI23awIHofjdL0krkqXWdHULkLmX3HHnnRiM3ndO7JJJB4gwI7kbcPP9eUohCvSgRyQw9YntB7xcayLUm.pkg?product=0085&country=za;196642928;;;EU
EP9000-NPEA90034_00-DKILLZONE2000001;5;Killzone 2 (DEMO) (EU);;NOT REQUIRED;http://zeus.dl.playstation.net/cdn/EP9000/NPEA90034_00/RiWAxSt8H0oR6mANm4ws7qdHCSSST6HvcoGHjSgA2ORnJh1QHbiEgWX4LKCQJxWcqNr3OmkgcYq0RlouHIdwmhMXAnvhlB37ypjRg.pkg;1264783856;;;EU
JP9000-NPJA90118_00-DRATCHETAN000001;5;ラチェット＆クランク FUTURE 2 クランク体験版  (JP);;NOT REQUIRED;http://zeus.dl.playstation.net/cdn/JP9000/NPJA90118_00/6SF53WrbNpFaRPQPsEU9cuHy2afnLfuoqu9emU7aY68cyOJuanjrT6AtnA9Tt1cMDwOCnAgau3aykUFRWqsC0vQnwsuT2RvaUgGHp.pkg;2294741440;;;JP
EP1018-NPEB90327_00-MKDEMOSCEE000001;5;Mortal Kombat 9 Demo (EU);;NOT REQUIRED;http://zeus.dl.playstation.net/cdn/EP1018/NPEB90327_00/mGAUZzTMSqwRRDxKSdyJMfuFgPblWQiUgxwOMgpyNyDiBKIooAuuIsHSnJouTOoz.pkg;599347424;;;EU
EP9000-NPEA90040_00-0000000000000000;5;NUMBLAST [Demo] (EU);;NOT REQUIRED;http://zeus.dl.playstation.net/cdn/EP9000/NPEA90040_00/45JfoVfvpmkQe0haebJvpB0PuBAtTYN68YiFBRfw5CqJj0LFXKdu2k1v33grgHh1fMXOj5mBND1tYak2I8WogS43icLhNlwCQFnkv.pkg;410362224;;;EU
EP9000-NPEA90051_00-DRATCHETAN000001;5;Ratchet & Clank: A Crack in Time Clank Demo - Great Clock Demo (EU);;NOT REQUIRED;http://zeus.dl.playstation.net/cdn/EP9000/NPEA90051_00/nYg35N5ks9cdgmMY6liQttPIuFioVms7dmDNOp24uLN25H4xAiU3ULwrQybBpoqFxHfpxccefQyyWSTanouoQEW8GQuuphy3l2iWP.pkg;2528689616;;;EU
EP0700-BLET50006_00-DARKSOULS2NT0001;5;DARK SOULS Ⅱ NETWORK TEST Ver. (EU);;NOT REQUIRED;http://ares.dl.playstation.net/cdn/EP0700/BLET50006_00/EjiFxpGUzpQzozeXxNdKQWMJvbbZAtsklCrPUyafHnWZfBxQaCxMusVexdNaGiEY.pkg?product=0085&country=za;1751238528;;;EU
EP9000-BCET70015_00-UNCHARTED2CBETA0;5;UNCHARTED 2: Among Thieves™ [Public Multiplayer Demo] (EU);;NOT REQUIRED;MISSING;0;;;EU
UP0777-NPUB91029_00-NASCAR2015DEMO01;5;NASCAR '15 Demo (US);;NOT REQUIRED;http://zeus.dl.playstation.net/cdn/UP0777/NPUB91029_00/UP0777-NPUB91029_00-NASCAR2015DEMO01_bg_1_859deb3a841a0b94860d4c23078783eb980c0616.pkg;883282368;;;US
UP0177-NPUB90604_00-SONICANNIVDEMO02;5;Sonic Generations (DEMO) (US);;MISSING;http://ares.dl.playstation.net/cdn/UP0177/NPUB90604_00/khPllTgLFJMNLpYhMpXlDJYwdDjXzHoIFIpaKftPlSehvuHghZOYTZzzKvAhshJItmzlVRScDijOoWCvYFEGCchnHvgWIaFmZXjDs.pkg;697188096;;;US
