UP0006-NPUB30077_00-BF1943USGAME0000;5;BATTLEFIELD 1943 (Trial to Full) (US);;NOT REQUIRED;http://zeus.dl.playstation.net/cdn/UP0006/NPUB30077_00/ymidd0pl3nu1W22UbpvOytnXa5GrrpaFSx88JdfW3BTq0PkB9FPpysy3YCJTkqkLYJkRG8Ry6RqPcSYPw9iRjxCvswWEXA2sWNsM0.pkg;592187280;;;US
UP4064-NPUB30336_00-ALIENBREED000041;5;Alien Breed 3: Descent (DEMO) (US);;MISSING;http://zeus.dl.playstation.net/cdn/UP4064/NPUB30336_00/emNRmxydfOvXKNWphaqyzLnxbISFZuCqwVeZAIxHQbSIjTnDWtnZqRUMPCzeTAqfcwoNgHKcfIpVOJBJXoaoKcOhPpVkYJWiUadDN.pkg;1764966576;;;US
UP0177-NPUB30579_00-SONICADVENTURE2T;5;Sonic Adventure 2 Demo (US);;NOT REQUIRED;http://zeus.dl.playstation.net/cdn/UP0177/NPUB30579_00/HGSUOnzkTjRnRPgJIeqTlCyisRGDRrEZOKUyvOktZBHrMymbsZERpwcAwEnhHEjx.pkg;3289360800;;2017-11-26 22:04:39;US
UP2045-NPUB30617_00-MUTANTBLOBSATK01;5;Tales from Space: Mutant Blobs Attack (Playable Demo) (US);;MISSING;http://zeus.dl.playstation.net/cdn/UP2045/NPUB30617_00/vhDATHnRuNCOCJMtOBdlxSDJMdekOHnAlHlsXKVhKaSBpBohfhFBRIlTDIvgtpoHPamZdCTQwVBAmpzYIpUVDTnVGrlctEooChqAd.pkg;254903104;;;US
UP2070-NPUB30783_00-UPURECHESS000001;5;Pure Chess Trial (US);;MISSING;http://zeus.dl.playstation.net/cdn/UP2070/NPUB30783_00/OrERKLefWfqDovNNxvpTSfNFAOSwOPyMefiawaIKVObejKheUWmRJjUFpltNPHsL.pkg;382584656;;;US
UP4361-NPUB30834_00-ANOMALYTRIAL0001;5;Anomaly Warzone Earth Trial (US);;MISSING;http://zeus.dl.playstation.net/cdn/UP4361/NPUB30834_00/glzSbHKmgcFXFroeBqPrUFfJTdetbXeYlzbQSOZrRskHzJuIxekcWOmaBDjNZzhKzaAwUsGKdQjuJRnBYksOFHVFheNrfFKnkxYJT.pkg;628352976;;;US
UP2060-NPUB30876_00-ALIENSPIDYTRIAL0;5;Alien Spidy (Trial) (US);;MISSING;http://zeus.dl.playstation.net/cdn/UP2060/NPUB30876_00/udNMxBHvsBqqaZACXRsymGugYJEEWExHYaZGJqDyUKviEKloompVzXVKqbwwLHhr.pkg;1608000576;;;US
UP0700-NPUB30878_00-GAMEPURCHASE0001;5;A-men Trial (US);;MISSING;http://zeus.dl.playstation.net/cdn/UP0700/NPUB30878_00/BoxwshpNhrtViuhFZJWorkTkObDSysPypeFSYkmKWdVANTDCZYIGyIaaIeQMpDqo.pkg;298575696;;;US
UP4040-NPUB31367_00-TINYBRAINSGAME01;5;Tiny Brains (Trial) (US);;MISSING;http://zeus.dl.playstation.net/cdn/UP4040/NPUB31367_00/zVKJbwAncaGUtijWzNYntWatBaRRFuuDEOAxtlTUsPaKxtfFijmHGKFwZdcbTsgs.pkg;1281485280;;;US
UP2089-NPUB31664_00-ADVENTURETIMEFJI;5;Adventure Time: Finn and Jake Investigations (DEMO) (US);;MISSING;http://zeus.dl.playstation.net/cdn/UP2089/NPUB31664_00/UP2089-NPUB31664_00-ADVENTURETIMEFJI_bg_1_42dd76fa40deefba8f7fe5e153a71123f7b43571.pkg;1296831408;;;US
